,location,total_sqft,bath,price,bhk
3017,Hennur Road,1586.0,3.0,93.94,3
3018,Hennur Road,1975.0,3.0,123.0,3
3019,Hennur Road,1290.0,2.0,94.5,3
3020,Hennur Road,901.0,2.0,49.5,2
3021,Hennur Road,1445.0,3.0,86.56,3
3022,Hennur Road,1482.0,2.0,97.0,3
3023,Hennur Road,1182.0,2.0,82.5,2
3025,Hennur Road,1036.0,2.0,59.46,2
3029,Hennur Road,2320.0,3.0,170.0,3
3030,Hennur Road,1936.0,3.0,118.0,3
3031,Hennur Road,1480.0,2.0,65.0,2
3032,Hennur Road,1590.0,3.0,96.5,3
3033,Hennur Road,1445.0,2.0,105.0,3
3034,Hennur Road,1036.0,2.0,59.45,2
3035,Hennur Road,1832.0,3.0,125.0,3
3036,Hennur Road,1359.0,2.0,104.0,2
3037,Hennur Road,1341.0,2.0,75.76,2
3038,Hennur Road,1040.0,2.0,50.0,2
3040,Hennur Road,1414.0,2.0,84.18,2
3041,Hennur Road,1949.0,3.0,133.0,3
3043,Hennur Road,1250.0,2.0,77.88,3
3044,Hennur Road,2502.0,4.0,180.0,4
3045,Hennur Road,1831.0,3.0,110.0,3
3046,Hennur Road,1232.0,2.0,87.0,2
3047,Hennur Road,1232.0,2.0,74.0,2
3048,Hennur Road,1232.0,2.0,66.0,2
3049,Hennur Road,1341.0,2.0,95.0,2
3051,Hennur Road,1232.0,2.0,88.0,2
3052,Hennur Road,2365.0,4.0,175.0,3
3053,Hennur Road,1310.0,2.0,66.0,2
3055,Hennur Road,1015.0,2.0,50.0,2
3057,Hennur Road,2264.0,3.0,168.0,3
3058,Hennur Road,2002.0,3.0,120.0,3
3059,Hennur Road,1232.0,2.0,69.6,2
3060,Hennur Road,1195.0,2.0,73.0,2
3061,Hennur Road,1020.0,2.0,47.0,2
3062,Hennur Road,5100.0,6.0,375.0,5
3063,Hennur Road,1061.0,2.0,54.92,2
3065,Hennur Road,1020.0,2.0,45.0,2
3066,Hennur Road,2041.0,3.0,128.0,3
3068,Hennur Road,1066.0,2.0,52.23,2
3069,Hennur Road,973.0,2.0,56.0,2
3070,Hennur Road,1255.0,2.0,84.0,2
3071,Hennur Road,1232.0,2.0,83.0,2
3072,Hennur Road,1832.0,3.0,116.0,3
3073,Hennur Road,2050.0,3.0,120.0,3
3074,Hennur Road,1445.0,2.0,86.69,3
3075,Hennur Road,1445.0,2.0,83.0,3
3078,Hennur Road,1654.0,3.0,97.8,3
3079,Hennur Road,1480.0,3.0,100.0,3
3080,Hennur Road,1450.0,3.0,88.6,3
3081,Hennur Road,1155.0,2.0,69.18,2
3082,Hennur Road,1053.0,2.0,53.0,2
3083,Hennur Road,1195.0,2.0,59.0,2
3084,Hennur Road,1904.0,3.0,129.0,3
3085,Hennur Road,1981.0,3.0,134.0,3
3088,Hennur Road,1590.0,3.0,105.0,3
3089,Hennur Road,2041.0,3.0,138.0,3
3090,Hennur Road,1100.0,2.0,78.0,3
3091,Hennur Road,1880.0,4.0,154.0,4
3093,Hennur Road,1748.0,3.0,103.0,3
3094,Hennur Road,1460.0,2.0,80.3,2
3096,Hennur Road,1933.0,3.0,140.0,3
3097,Hennur Road,1030.0,2.0,46.5,2
3100,Hennur Road,1445.0,2.0,89.56,3
3101,Hennur Road,973.0,2.0,50.74,2
3103,Hennur Road,1305.0,2.0,77.0,3
3105,Hennur Road,1165.0,2.0,67.0,2
3106,Hennur Road,980.0,2.0,51.0,2
3107,Hennur Road,1232.0,2.0,80.0,2
3108,Hennur Road,1085.0,2.0,43.4,2
3109,Hennur Road,950.0,2.0,55.0,2
3110,Hennur Road,1140.0,2.0,56.0,2
3111,Hennur Road,1891.0,3.0,110.0,3
3114,Hennur Road,1165.0,2.0,52.0,2
3115,Hennur Road,1450.0,2.0,80.0,2
3117,Hennur Road,1936.0,3.0,131.0,3
3118,Hoodi,985.0,2.0,67.0,2
3121,Hoodi,1425.0,2.0,80.0,2
3122,Hoodi,1420.0,2.0,75.0,2
3123,Hoodi,1639.0,3.0,110.0,3
3125,Hoodi,1639.0,3.0,98.32,3
3129,Hoodi,1026.0,2.0,60.87,2
3130,Hoodi,1050.0,2.0,50.0,2
3131,Hoodi,1400.0,2.0,78.0,2
3132,Hoodi,2400.0,5.0,160.0,5
3133,Hoodi,1196.0,2.0,71.74,2
3135,Hoodi,1500.0,2.0,84.0,2
3136,Hoodi,1055.0,2.0,57.63,2
3137,Hoodi,1925.0,2.0,114.0,3
3138,Hoodi,1400.0,2.0,82.0,2
3140,Hoodi,706.0,1.0,48.24,1
3141,Hoodi,1257.0,2.0,69.0,2
3142,Hoodi,1132.0,2.0,67.9,2
3143,Hoodi,1925.0,3.0,110.0,3
3145,Hoodi,1257.0,2.0,71.03,2
3146,Hoodi,1305.0,2.0,75.0,2
3148,Hoodi,1240.0,2.0,65.0,2
3150,Hoodi,1108.0,2.0,74.23,2
3151,Hoodi,1257.0,2.0,68.5,2
3152,Hoodi,1000.0,2.0,48.0,2
3153,Hoodi,1063.0,2.0,61.17,2
3154,Hoodi,1259.0,2.0,69.45,2
3155,Hoodi,711.0,1.0,42.65,1
3157,Hoodi,863.0,1.0,40.55,1
3158,Hoodi,1715.0,2.0,100.0,3
3160,Hoodi,1447.0,3.0,76.0,2
3161,Hoodi,2144.0,3.0,140.0,3
3162,Hoodi,1108.0,2.0,66.46,2
3164,Hoodi,1837.0,3.0,110.0,3
3165,Hoodi,3385.0,4.0,220.0,4
3167,Hoodi,1181.0,2.0,55.0,2
3168,Hoodi,1490.0,3.0,85.0,3
3169,Hoodi,1258.5,2.0,59.135,2
3170,Horamavu Agara,1200.0,2.0,45.0,2
3171,Horamavu Agara,1560.0,3.0,75.0,3
3172,Horamavu Agara,755.0,2.0,37.49,2
3173,Horamavu Agara,982.0,2.0,47.65,2
3174,Horamavu Agara,1650.0,2.0,75.0,3
3175,Horamavu Agara,950.0,2.0,39.0,2
3176,Horamavu Agara,1756.0,3.0,92.0,3
3177,Horamavu Agara,1106.0,2.0,43.09,2
3178,Horamavu Agara,1079.0,2.0,41.0,2
3179,Horamavu Agara,1169.0,2.0,64.0,2
3180,Horamavu Agara,1265.0,2.0,65.0,3
3181,Horamavu Agara,1060.0,2.0,37.0,2
3182,Horamavu Agara,1107.83,2.0,41.51,2
3183,Horamavu Agara,980.0,2.0,38.19,2
3184,Horamavu Agara,1250.0,3.0,65.0,3
3185,Horamavu Agara,1145.0,2.0,41.21,2
3186,Horamavu Agara,2400.0,3.0,80.0,5
3187,Horamavu Agara,1000.0,2.0,46.0,2
3188,Horamavu Agara,760.0,2.0,37.49,2
3189,Horamavu Agara,1150.0,2.0,42.0,2
3191,Horamavu Agara,750.0,2.0,37.49,2
3192,Horamavu Agara,625.0,1.0,27.0,1
3193,Horamavu Agara,1080.0,2.0,38.0,2
3194,Horamavu Agara,994.0,2.0,42.28,2
3197,Horamavu Agara,1090.0,2.0,46.0,2
3198,Horamavu Agara,1400.0,3.0,63.0,3
3199,Horamavu Agara,1557.0,3.0,70.0,3
3200,Horamavu Agara,1058.0,2.0,47.0,2
3203,Horamavu Banaswadi,1460.0,2.0,80.5,2
3204,Horamavu Banaswadi,1156.0,2.0,46.0,2
3205,Horamavu Banaswadi,1180.0,2.0,58.0,2
3206,Horamavu Banaswadi,1307.0,2.0,51.6,2
3207,Horamavu Banaswadi,3800.0,8.0,200.0,6
3208,Horamavu Banaswadi,1357.0,2.0,54.0,2
3209,Horamavu Banaswadi,925.0,2.0,38.0,2
3210,Horamavu Banaswadi,1272.0,2.0,48.0,2
3211,Horamavu Banaswadi,1225.0,2.0,49.5,2
3212,Horamavu Banaswadi,1272.0,2.0,51.5,2
3214,Horamavu Banaswadi,1156.0,2.0,46.9,2
3215,Horamavu Banaswadi,1200.0,2.0,45.0,2
3216,Horamavu Banaswadi,1254.0,2.0,47.0,2
3217,Horamavu Banaswadi,1610.0,3.0,68.0,3
3218,Horamavu Banaswadi,1210.0,2.0,50.0,2
3220,Horamavu Banaswadi,1272.0,2.0,50.0,2
3222,Horamavu Banaswadi,1025.0,2.0,45.0,2
3223,Horamavu Banaswadi,1081.0,2.0,52.0,2
3224,Horamavu Banaswadi,1000.0,2.0,50.0,2
3225,Hormavu,1500.0,2.0,78.0,2
3226,Hormavu,1150.0,2.0,55.0,2
3228,Hormavu,1180.0,2.0,50.0,2
3229,Hormavu,1200.0,2.0,67.0,2
3230,Hormavu,1200.0,3.0,70.0,2
3231,Hormavu,1175.0,2.0,52.0,2
3232,Hormavu,1351.0,2.0,53.0,1
3233,Hormavu,1141.0,2.0,44.4,2
3234,Hormavu,1130.0,2.0,42.3,2
3236,Hormavu,1725.0,3.0,85.0,3
3237,Hormavu,1153.0,2.0,65.0,2
3238,Hormavu,1150.0,2.0,53.11,2
3239,Hormavu,1123.0,2.0,56.0,2
3240,Hormavu,1385.0,2.0,69.0,3
3242,Hormavu,1030.0,2.0,49.35,2
3243,Hormavu,1018.0,2.0,50.8,2
3244,Hormavu,1555.0,3.0,75.0,3
3245,Hormavu,1143.0,2.0,53.0,2
3246,Hormavu,1100.0,2.0,38.0,2
3247,Hormavu,1000.0,2.0,50.0,2
3248,Hormavu,1200.0,2.0,68.0,2
3251,Hormavu,765.0,2.0,37.49,2
3253,Hormavu,1081.5,2.0,38.665,2
3254,Hormavu,1250.0,2.0,60.0,2
3255,Hormavu,965.0,2.0,37.15,2
3256,Hormavu,583.0,1.0,28.275,1
3257,Hormavu,1129.0,2.0,44.0,2
3258,Hormavu,1385.0,2.0,69.25,3
3259,Hormavu,1165.0,2.0,40.0,2
3260,Hormavu,1065.0,2.0,50.92,2
3261,Hormavu,1046.0,2.0,60.0,2
3262,Hormavu,1400.0,2.0,75.0,2
3263,Hormavu,1365.0,2.0,65.0,3
3264,Hormavu,1196.0,2.0,44.8,2
3265,Hormavu,1263.0,2.0,47.36,2
3266,Hormavu,1015.0,2.0,39.08,2
3268,Hormavu,1200.0,2.0,73.0,2
3269,Hormavu,1250.0,2.0,65.0,2
3271,Hormavu,1075.0,2.0,53.7,2
3272,Hormavu,980.0,2.0,42.0,2
3274,Hormavu,2282.0,4.0,115.0,4
3275,Hormavu,1206.0,2.0,55.0,2
3276,Hormavu,1310.0,2.0,67.0,2
3277,Hormavu,1310.0,2.0,60.0,2
3278,Hormavu,1020.0,2.0,45.75,2
3279,Hormavu,1210.0,2.0,69.0,2
3280,Hosa Road,1652.0,3.0,85.0,3
3282,Hosa Road,1161.0,2.0,55.15,2
3285,Hosa Road,1365.0,2.0,92.0,2
3286,Hosa Road,1243.0,2.0,48.5,2
3288,Hosa Road,1332.0,2.0,86.12,3
3289,Hosa Road,615.0,1.0,28.29,1
3290,Hosa Road,1318.0,2.0,85.28,3
3291,Hosa Road,1513.0,3.0,103.0,3
3292,Hosa Road,1133.0,2.0,52.0,2
3293,Hosa Road,1016.0,2.0,40.0,2
3294,Hosa Road,972.0,2.0,40.0,2
3296,Hosa Road,1532.0,3.0,98.13,3
3297,Hosa Road,1680.0,3.0,101.0,3
3298,Hosa Road,880.0,2.0,50.0,2
3299,Hosa Road,1533.0,3.0,98.18,3
3300,Hosa Road,1040.0,2.0,68.59,2
3301,Hosa Road,1040.0,2.0,61.0,2
3303,Hosa Road,1245.0,2.0,62.0,2
3304,Hosa Road,1311.0,2.0,84.86,3
3305,Hosa Road,800.0,1.0,39.99,1
3307,Hosa Road,1364.0,2.0,64.79,2
3308,Hosa Road,1016.0,2.0,45.0,2
3310,Hosa Road,1360.0,2.0,77.61,2
3311,Hosa Road,1170.0,2.0,65.0,2
3313,Hosa Road,1470.0,2.0,84.22,3
3316,Hosa Road,1161.0,2.0,48.75,2
3318,Hosa Road,1016.0,2.0,39.95,2
3319,Hosakerehalli,2378.0,3.0,262.0,3
3320,Hosakerehalli,2376.0,3.0,203.0,3
3321,Hosakerehalli,3205.0,5.0,380.0,4
3323,Hosakerehalli,3024.0,5.0,350.0,4
3324,Hosakerehalli,2400.0,5.0,250.0,5
3325,Hosakerehalli,1817.0,4.0,153.0,3
3326,Hosakerehalli,1304.0,2.0,100.0,2
3327,Hosakerehalli,2480.0,3.0,245.0,3
3328,Hosakerehalli,925.0,2.0,46.5,2
3329,Hosakerehalli,2480.0,4.0,260.0,3
3330,Hosakerehalli,1596.0,3.0,79.8,3
3331,Hosakerehalli,1200.0,2.0,100.0,3
3332,Hosakerehalli,3205.0,4.0,300.0,4
3333,Hosakerehalli,3033.0,4.0,326.0,4
3334,Hosakerehalli,600.0,2.0,65.0,2
3335,Hosakerehalli,2480.0,4.0,265.0,3
3336,Hosakerehalli,925.0,2.0,46.25,2
3337,Hosakerehalli,2376.0,3.0,240.0,3
3339,Hoskote,1250.0,3.0,50.0,3
3340,Hoskote,1225.0,3.0,40.0,3
3341,Hoskote,1740.0,3.0,60.0,3
3342,Hoskote,1170.0,2.0,45.0,2
3344,Hoskote,1200.0,3.0,57.0,3
3345,Hoskote,1069.0,2.0,38.0,3
3346,Hoskote,1095.0,2.0,33.6,2
3348,Hoskote,1065.0,2.0,31.5,2
3349,Hoskote,1395.0,2.0,63.0,3
3350,Hoskote,1065.0,2.0,28.5,2
3351,Hoskote,945.0,2.0,35.0,2
3352,Hoskote,1003.5,2.0,28.095,2
3353,Hoskote,1065.0,2.0,33.75,2
3354,Hoskote,509.0,1.0,23.0,1
3355,Hosur Road,1656.0,2.0,120.0,2
3356,Hosur Road,1194.0,2.0,69.0,2
3359,Hosur Road,3300.0,5.0,240.0,5
3360,Hosur Road,1510.0,2.0,105.0,3
3361,Hosur Road,1427.0,2.0,80.63,3
3362,Hosur Road,1508.0,2.0,110.0,3
3363,Hosur Road,460.0,1.0,21.0,1
3365,Hosur Road,1179.0,2.0,49.0,2
3366,Hosur Road,950.0,2.0,60.0,2
3367,Hosur Road,1194.0,2.0,71.64,2
3368,Hosur Road,1766.0,3.0,130.0,3
3369,Hosur Road,1689.0,3.0,103.0,3
3370,Hosur Road,3600.0,5.0,180.0,5
3371,Hosur Road,1170.0,2.0,48.0,2
3372,Hosur Road,1250.0,2.0,55.0,2
3375,Hosur Road,2000.0,4.0,130.0,4
3376,Hosur Road,1250.0,2.0,65.0,2
3379,Hosur Road,1223.0,2.0,93.0,2
3380,Hosur Road,1919.0,3.0,117.0,3
3381,Hrbr Layout,1374.0,2.0,95.0,2
3382,Hrbr Layout,1440.0,2.0,98.0,2
3384,Hrbr Layout,2800.0,3.0,250.0,3
3385,Hrbr Layout,1210.0,2.0,75.0,2
3386,Hrbr Layout,1265.0,2.0,78.0,2
3387,Hrbr Layout,1170.0,2.0,75.0,2
3389,Hrbr Layout,1900.0,3.0,90.0,4
3390,Hrbr Layout,1625.0,3.0,120.0,3
3391,Hrbr Layout,1301.0,2.0,120.0,2
3392,Hrbr Layout,1145.0,2.0,68.5,2
3393,Hrbr Layout,1300.0,2.0,90.0,2
3395,Hsr Layout,1372.0,2.0,68.0,2
3397,Hsr Layout,1475.0,3.0,75.0,3
3398,Hsr Layout,1467.0,2.0,55.0,2
3399,Hsr Layout,1140.0,2.0,46.0,2
3400,Hsr Layout,1372.0,2.0,61.0,2
3401,Hsr Layout,1750.0,3.0,95.0,3
3403,Hsr Layout,1027.0,2.0,44.0,2
3404,Hsr Layout,1650.0,3.0,110.0,3
3408,Hsr Layout,1185.0,2.0,60.0,2
3409,Hsr Layout,1127.0,2.0,68.0,2
3410,Hsr Layout,1600.0,2.0,115.0,3
3411,Hsr Layout,1145.0,2.0,48.0,2
3412,Hsr Layout,1009.0,2.0,56.0,2
3413,Hsr Layout,1300.0,2.0,98.0,2
3416,Hsr Layout,1126.0,2.0,69.0,2
3419,Hsr Layout,1145.0,2.0,46.0,2
3420,Hsr Layout,1142.0,2.0,65.0,2
3422,Hsr Layout,1844.0,3.0,95.0,3
3423,Hsr Layout,1203.0,2.0,72.0,2
3425,Hsr Layout,4200.0,5.0,245.0,5
3430,Hsr Layout,1100.0,2.0,44.0,2
3431,Hsr Layout,1203.0,2.0,60.0,2
3432,Hsr Layout,1120.0,2.0,70.0,2
3434,Hsr Layout,1289.0,2.0,70.0,2
3435,Hsr Layout,1844.0,3.0,89.0,3
3438,Hulimavu,1125.0,2.0,50.0,2
3439,Hulimavu,1242.0,2.0,51.0,2
3441,Hulimavu,1823.0,3.0,100.0,3
3442,Hulimavu,1300.0,2.0,36.0,2
3443,Hulimavu,1080.0,2.0,43.2,2
3444,Hulimavu,1100.0,2.0,71.5,2
3446,Hulimavu,688.0,1.0,50.0,1
3447,Hulimavu,1255.0,2.0,73.0,2
3448,Hulimavu,1200.0,4.0,75.0,4
3449,Hulimavu,1058.0,2.0,48.0,2
3450,Hulimavu,1375.0,2.0,80.0,2
3451,Hulimavu,1248.0,2.0,69.0,2
3452,Hulimavu,1818.0,3.0,135.0,3
3453,Hulimavu,1225.0,2.0,55.0,2
3454,Hulimavu,1255.0,2.0,74.0,2
3455,Hulimavu,1175.0,2.0,45.0,2
3456,Hulimavu,1255.0,2.0,69.0,2
3457,Hulimavu,1255.0,2.0,66.0,2
3458,Hulimavu,3035.0,5.0,271.0,3
3459,Hulimavu,3035.0,5.0,220.0,3
3460,Hulimavu,1127.0,2.0,65.0,2
3461,Hulimavu,1200.0,2.0,50.0,2
3463,Hulimavu,1200.0,2.0,75.0,2
3464,Hulimavu,1430.0,2.0,90.0,3
3465,Hulimavu,850.0,1.0,39.5,2
3466,Hulimavu,1000.0,2.0,45.0,2
3469,Hulimavu,3560.0,5.0,318.0,4
3470,Hulimavu,1011.0,2.0,38.0,2
3471,Hulimavu,1276.0,2.0,76.0,2
3472,Hulimavu,1500.0,2.0,90.0,2
3473,Hulimavu,1315.0,2.0,60.48,2
3474,Hulimavu,1021.0,2.0,76.0,2
3475,Hulimavu,581.0,1.0,29.0,1
3476,Hulimavu,935.0,2.0,45.0,2
3477,Hulimavu,1050.0,2.0,125.0,2
3480,Hulimavu,1260.0,2.0,82.0,3
3481,Hulimavu,450.0,1.0,20.0,1
3482,Hulimavu,1231.0,2.0,84.5,2
3483,Hulimavu,1916.0,2.0,150.0,3
3484,Hulimavu,1115.0,2.0,44.6,2
3485,Iblur Village,3235.0,3.0,235.0,3
3486,Iblur Village,3596.0,5.0,290.0,4
3487,Iblur Village,1920.0,3.0,130.0,3
3488,Iblur Village,1995.0,3.0,135.0,3
3489,Iblur Village,3596.0,5.0,282.0,4
3490,Iblur Village,1918.0,3.0,129.0,3
3492,Iblur Village,2100.0,4.0,145.0,3
3493,Iblur Village,1920.0,3.0,150.0,3
3496,Iblur Village,2000.0,4.0,138.0,3
3497,Iblur Village,3596.0,5.0,260.0,4
3498,Iblur Village,3596.0,5.0,279.0,4
3499,Iblur Village,2666.0,4.0,200.0,3
3500,Iblur Village,5384.0,5.0,420.0,5
3501,Iblur Village,3596.0,5.0,297.0,4
3502,Iblur Village,5515.0,6.0,425.0,5
3504,Iblur Village,3596.0,4.0,268.0,4
3507,Indira Nagar,1200.0,2.0,93.0,2
3508,Indira Nagar,1128.0,2.0,105.0,2
3509,Indira Nagar,2800.0,3.0,330.0,3
3510,Indira Nagar,1650.0,3.0,200.0,3
3512,Indira Nagar,1210.0,2.0,102.0,2
3513,Indira Nagar,1224.0,2.0,105.0,2
3514,Indira Nagar,2070.0,3.0,225.0,3
3515,Indira Nagar,500.0,1.0,70.0,1
3516,Indira Nagar,1400.0,2.0,168.0,2
3517,Indira Nagar,2400.0,4.0,525.0,4
3519,Indira Nagar,1145.0,2.0,100.0,2
3520,Indira Nagar,1470.0,2.0,170.0,2
3521,Indira Nagar,2700.0,3.0,324.0,3
3522,Indira Nagar,850.0,1.0,57.0,1
3523,Indira Nagar,3250.0,8.0,600.0,8
3524,Indira Nagar,2601.0,4.0,312.0,3
3525,Indira Nagar,1260.0,2.0,100.0,2
3526,Indira Nagar,1740.0,3.0,191.0,3
3527,Indira Nagar,1650.0,3.0,220.0,3
3530,Indira Nagar,1440.0,3.0,275.0,3
3531,Indira Nagar,1475.0,2.0,171.0,2
3532,Indira Nagar,3200.0,4.0,440.0,4
3533,Indira Nagar,4000.0,4.0,700.0,4
3534,Indira Nagar,850.0,1.0,60.0,1
3535,Indira Nagar,2400.0,4.0,405.0,4
3536,Indira Nagar,1800.0,5.0,350.0,5
3540,Indira Nagar,2800.0,4.0,365.0,4
3541,Indira Nagar,1260.0,2.0,120.0,2
3542,Indira Nagar,1149.0,2.0,130.0,2
3544,Indira Nagar,2400.0,6.0,475.0,6
3545,Isro Layout,4400.0,6.0,250.0,6
3546,Isro Layout,1000.0,2.0,60.0,2
3547,Isro Layout,1180.0,2.0,52.0,2
3549,Isro Layout,1310.0,2.0,68.0,3
3550,Isro Layout,4200.0,4.0,255.0,4
3551,Isro Layout,1050.0,2.0,51.0,2
3552,Isro Layout,1370.0,2.0,87.0,3
3553,Isro Layout,1200.0,2.0,43.0,2
3554,Itpl,1200.0,3.0,56.12,3
3555,Itpl,1548.0,3.0,89.5,3
3556,Itpl,1200.0,3.0,68.4,3
3559,Itpl,1500.0,3.0,61.52,3
3560,Itpl,5667.5,5.0,300.0,4
3561,Jakkur,1417.0,2.0,75.0,2
3562,Jakkur,1590.0,2.0,125.0,3
3563,Jakkur,1279.0,2.0,77.0,2
3564,Jakkur,1710.0,3.0,107.0,3
3565,Jakkur,1396.0,2.0,86.51,3
3566,Jakkur,3467.86,6.0,249.0,4
3567,Jakkur,1865.0,3.0,124.0,3
3568,Jakkur,1100.0,2.0,53.35,2
3569,Jakkur,1760.0,3.0,139.0,3
3570,Jakkur,1290.0,2.0,100.0,2
3571,Jakkur,1452.19,2.0,100.0,2
3572,Jakkur,1798.0,3.0,120.0,3
3573,Jakkur,1300.0,2.0,85.0,2
3574,Jakkur,3181.0,4.0,260.5,4
3575,Jakkur,1950.0,3.0,131.0,3
3577,Jakkur,1230.0,2.0,76.0,2
3579,Jakkur,1290.0,2.0,80.0,2
3580,Jakkur,1760.0,3.0,110.0,3
3582,Jakkur,1483.0,2.0,98.0,2
3585,Jakkur,1650.0,3.0,111.0,3
3587,Jakkur,2423.0,4.0,160.0,3
3588,Jakkur,2197.0,3.0,136.0,3
3589,Jakkur,1125.0,2.0,65.0,2
3590,Jakkur,1230.0,2.0,79.0,2
3591,Jakkur,1202.0,2.0,79.0,2
3592,Jakkur,1858.0,3.0,123.0,3
3593,Jakkur,1798.0,3.0,110.0,3
3594,Jakkur,1785.0,3.0,130.0,3
3595,Jakkur,1080.0,2.0,60.0,2
3596,Jakkur,1260.0,2.0,71.195,2
3597,Jakkur,1816.0,3.0,119.0,3
3598,Jakkur,1424.0,2.0,80.0,2
3599,Jakkur,1290.0,2.0,85.0,2
3600,Jakkur,1300.0,2.0,80.0,2
3601,Jakkur,1290.0,2.0,80.04,2
3602,Jakkur,1282.0,2.0,72.0,2
3604,Jakkur,1660.0,3.0,104.0,3
3605,Jakkur,1291.0,2.0,75.0,2
3606,Jakkur,1473.0,2.0,85.0,2
3610,Jakkur,1432.0,2.0,85.0,2
3612,Jakkur,1710.0,3.0,110.0,3
3614,Jalahalli,2250.0,3.0,160.0,3
3615,Jalahalli,1694.0,2.0,125.0,2
3617,Jalahalli,1400.0,1.0,80.0,2
3618,Jalahalli,1045.0,2.0,76.77,2
3620,Jalahalli,2113.0,3.0,155.0,3
3621,Jalahalli,1932.0,4.0,135.0,3
3622,Jalahalli,1045.0,2.0,58.0,2
3623,Jalahalli,1200.0,4.0,90.0,4
3624,Jalahalli,1020.0,2.0,52.0,2
3625,Jalahalli,2384.0,4.0,165.0,3
3626,Jalahalli,790.0,2.0,49.5,2
3629,Jalahalli,1569.0,3.0,118.0,3
3630,Jalahalli,600.0,1.0,37.0,1
3631,Jalahalli,615.0,1.0,46.0,1
3633,Jalahalli,905.0,2.0,55.0,2
3634,Jalahalli,1000.0,2.0,70.0,2
3637,Jalahalli,1470.0,2.0,102.0,3
3638,Jalahalli,1244.0,2.0,88.0,2
3639,Jalahalli,1407.0,2.0,98.49,2
3640,Jalahalli,1200.0,2.0,66.0,1
3644,Jalahalli,2086.0,3.0,160.0,3
3646,Jalahalli,1313.0,2.0,68.0,2
3649,Jalahalli East,750.0,1.0,40.0,1
3650,Jalahalli East,1260.0,2.0,60.0,3
3651,Jalahalli East,1020.0,2.0,58.0,2
3652,Jalahalli East,1300.0,2.0,63.0,3
3653,Jalahalli East,775.0,1.0,34.1,1
3654,Jalahalli East,1010.0,2.0,52.0,2
3657,Jigani,918.0,2.0,52.0,2
3658,Jigani,918.0,2.0,48.0,2
3660,Jigani,914.0,2.0,47.0,2
3661,Jigani,927.0,2.0,55.0,2
3662,Jigani,920.0,2.0,46.0,2
3663,Jigani,2400.0,4.0,130.0,3
3664,Jigani,918.0,2.0,45.0,2
3665,Jigani,918.0,2.0,63.2,2
3666,Jigani,933.0,2.0,43.0,2
3667,Jigani,918.0,2.0,55.0,2
3668,Jigani,2400.0,3.0,149.0,3
3669,Jigani,937.0,2.0,44.0,2
3671,Jigani,923.0,2.0,50.0,2
3674,Jigani,1221.0,3.0,72.0,3
3675,Jigani,918.0,2.0,49.0,2
3677,Jigani,914.0,2.0,49.0,2
3678,Jigani,918.0,2.0,50.0,2
3679,Jigani,1200.0,3.0,65.0,3
3680,Jigani,914.0,2.0,55.0,2
3684,Jigani,1221.0,3.0,75.0,3
3685,Jigani,1252.0,3.0,70.0,3
3688,Jigani,939.0,2.0,39.0,2
3689,Jigani,1221.0,3.0,70.0,3
3692,Jigani,943.0,2.0,48.0,2
3693,Jigani,918.0,2.0,56.0,2
3696,Jigani,943.0,2.0,49.5,2
3697,Jp Nagar,1850.0,3.0,150.0,3
3698,Jp Nagar,1000.0,2.0,35.0,2
3699,Jp Nagar,1100.0,2.0,70.0,2
3700,Jp Nagar,940.0,2.0,49.0,2
3702,Jp Nagar,4624.5,4.0,314.5,4
3703,Jp Nagar,1078.0,2.0,45.0,2
3704,Jp Nagar,1050.0,1.0,44.0,1
3705,Jp Nagar,1352.5,2.0,93.865,2
3706,Jp Nagar,1200.0,2.0,62.0,2
3707,Jp Nagar,1300.0,2.0,90.87,2
3708,Jp Nagar,1315.0,2.0,85.4,3
3709,Jp Nagar,1690.0,3.0,112.0,3
3714,Jp Nagar,750.0,1.0,52.5,1
3715,Jp Nagar,1200.0,2.0,78.0,2
3716,Jp Nagar,1850.0,2.0,110.0,3
3717,Jp Nagar,1100.0,2.0,45.0,2
3718,Jp Nagar,1197.0,2.0,47.88,2
3719,Jp Nagar,2700.0,4.0,160.0,7
3721,Jp Nagar,820.0,2.0,45.0,2
3722,Jp Nagar,1750.0,3.0,123.0,3
3727,Jp Nagar,745.0,1.0,34.27,1
3728,Jp Nagar,1800.0,6.0,68.0,6
3729,Jp Nagar,1150.0,2.0,90.0,2
3731,Jp Nagar,1960.0,3.0,138.0,3
3732,Jp Nagar,1500.0,2.0,87.0,4
3734,Jp Nagar,1250.0,2.0,60.0,2
3735,Jp Nagar,1125.0,2.0,39.98,2
3736,Jp Nagar,2400.0,3.0,196.0,3
3737,Jp Nagar,1300.0,2.0,91.65,2
3738,Jp Nagar,1107.0,2.0,57.0,2
3739,Jp Nagar,1250.0,2.0,93.0,2
3740,Jp Nagar,1500.0,2.0,108.0,3
3741,Jp Nagar,1405.0,2.0,99.0,2
3742,Jp Nagar,1157.0,2.0,73.0,2
3744,Jp Nagar,1048.0,2.0,44.0,2
3745,Judicial Layout,1300.0,3.0,64.0,3
3746,Judicial Layout,2070.0,3.0,162.0,3
3747,Judicial Layout,1700.0,3.0,155.0,3
3748,Judicial Layout,1100.0,2.0,53.0,3
3750,Judicial Layout,1165.0,2.0,49.61,2
3751,Judicial Layout,5400.0,4.0,700.0,5
3752,Judicial Layout,1500.0,3.0,162.0,4
